year,team,playerID,name,age,win,lose,WL,ERA,game,starter,closer,complete,shutout,save,outs,hit,run,ER,HR,BB,IBB,K,HBP,BK,WP,BF,WHIP,H9,HR9,BB9,K9,KBB
2022,Orix Buffaloes,yoshid000ryo,Ryo Yoshida,25,1,1,0.5,8.1,6,-99999,-99999,0,0,0,10,5,3,3,1,1,0,3,0,0,0,15,1.8,13.5,2.7,2.7,8.1,3
2022,Saitama Seibu Lions,enns--000die,Dietrich Enns*,31,10,7,0.588,2.94,23,-99999,-99999,0,0,0,366.99999999999994,103,44,40,14,45,0,92,3,0,0,506,1.21,7.6,1,3.3,6.8,2.04
2022,Saitama Seibu Lions,hirai-000kat,Katsunori Hirai,30,6,8,0.429,2.89,30,-99999,-99999,0,0,0,243,77,34,26,7,27,1,48,6,0,1,349,1.284,8.6,0.8,3,5.3,1.78
2022,Saitama Seibu Lions,honda-000kei,Keisuke Honda,29,4,2,0.667,1.97,45,-99999,-99999,0,0,0,151,37,11,11,2,15,1,33,3,0,3,202,1.033,6.6,0.4,2.7,5.9,2.2
2022,Saitama Seibu Lions,imai--000tat,Tatsuya Imai,24,5,1,0.833,2.41,9,-99999,-99999,0,0,0,179.00000000000003,37,16,16,3,34,0,61,5,0,1,246,1.19,5.6,0.5,5.1,9.2,1.79
2022,Saitama Seibu Lions,kumon-000kat,Katsuhiko Kumon*,30,0,0,-99999,0,18,-99999,-99999,0,0,0,27,5,0,0,0,5,0,8,1,0,0,36,1.111,5,0,5,8,1.6
2022,Saitama Seibu Lions,masuda000tat,Tatsushi Masuda,34,2,5,0.286,2.45,52,-99999,-99999,0,0,31,154,37,14,14,7,10,3,34,0,0,0,200,0.916,6.5,1.2,1.8,6,3.4
2022,Saitama Seibu Lions,matsum000wat,Wataru Matsumoto,25,7,6,0.538,3.19,21,-99999,-99999,1,0,0,388.9999999999999,106,49,46,8,44,1,104,3,0,3,536,1.157,7.4,0.6,3.1,7.2,2.36
2022,Saitama Seibu Lions,miyaga000tet,Tetsu Miyagawa,26,1,0,1,2.59,45,-99999,-99999,0,0,1,146.00000000000003,46,17,14,3,19,1,44,0,0,3,205,1.336,8.5,0.6,3.5,8.1,2.32
2022,Saitama Seibu Lions,mizuka001yos,Yoshinobu Mizukami,23,4,4,0.5,1.77,60,-99999,-99999,0,0,1,168,34,13,11,1,17,1,40,5,0,4,218,0.911,5.5,0.2,2.7,6.4,2.35
2022,Saitama Seibu Lions,moriwa000ryo,Ryosuke Moriwaki,29,1,1,0.5,1.72,43,-99999,-99999,0,0,1,110.00000000000003,30,10,7,2,8,1,33,2,0,0,148,1.036,7.4,0.5,2,8.1,4.13
2022,Saitama Seibu Lions,omagar000ren,Ren Omagari,24,0,0,-99999,6.35,6,-99999,-99999,0,0,0,17,5,5,4,0,4,0,0,0,0,0,25,1.588,7.9,0,6.4,0,0
2022,Saitama Seibu Lions,sano--000yas,Yasuo Sano*,29,0,0,-99999,0,2,-99999,-99999,0,0,0,6,0,0,0,0,2,0,0,1,0,0,9,1,0,0,9,0,0
2022,Saitama Seibu Lions,sasaki003tak,Takeru Sasaki*,26,3,0,1,3.03,37,-99999,-99999,0,0,0,89,29,11,10,0,18,1,24,4,0,1,135,1.584,8.8,0,5.5,7.3,1.33
2022,Saitama Seibu Lions,sato--001shu,Shunsuke Sato*,22,3,4,0.429,4.6,12,-99999,-99999,0,0,0,141,47,26,24,1,22,0,33,4,0,1,205,1.468,9,0.2,4.2,6.3,1.5
2022,Saitama Seibu Lions,smith-003bur,Burch Smith,32,1,0,1,3.29,20,-99999,-99999,0,0,1,115.00000000000001,30,16,14,0,14,0,37,1,0,0,156,1.148,7,0,3.3,8.7,2.64
2022,Saitama Seibu Lions,sumida000chi,Chihiro Sumida*,22,1,10,0.091,3.75,16,-99999,-99999,0,0,0,245.00000000000003,90,38,34,4,30,0,73,1,0,4,357,1.469,9.9,0.4,3.3,8,2.43
2022,Saitama Seibu Lions,taira-000kai,Kaima Taira,22,1,3,0.25,1.56,61,-99999,-99999,0,0,9,173.00000000000003,36,15,10,2,18,4,75,2,0,3,226,0.936,5.6,0.3,2.8,11.7,4.17
2022,Saitama Seibu Lions,takaha000rod,Bo Takahashi,25,0,0,-99999,2.56,27,-99999,-99999,0,0,0,95,19,14,9,2,15,0,26,7,0,1,133,1.074,5.4,0.6,4.3,7.4,1.73
2022,Saitama Seibu Lions,takaha000kon,Kona Takahashi,25,12,8,0.6,2.2,26,-99999,-99999,0,0,0,526.9999999999999,153,48,43,9,51,2,128,11,0,5,705,1.161,7.8,0.5,2.6,6.6,2.51
2022,Saitama Seibu Lions,tamura000ich,Ichiro Tamura,27,0,0,-99999,6,3,-99999,-99999,0,0,0,9,3,2,2,0,1,0,1,0,0,1,13,1.333,9,0,3,3,1
2022,Saitama Seibu Lions,togame000ken,Ken Togame,34,0,0,-99999,2.35,13,-99999,-99999,0,0,0,46,15,11,4,2,8,1,15,1,0,1,70,1.5,8.8,1.2,4.7,8.8,1.88
2022,Saitama Seibu Lions,utsumi001tet,Tetsuya Utsumi*,40,0,1,0,3,5,-99999,-99999,0,0,0,36,12,4,4,2,2,0,8,0,0,0,50,1.167,9,1.5,1.5,6,4
2022,Saitama Seibu Lions,watana001yut,Yutaro Watanabe,21,1,1,0.5,6.08,3,-99999,-99999,0,0,0,40,15,11,9,1,11,0,6,1,0,2,67,1.95,10.1,0.7,7.4,4.1,0.55
2022,Saitama Seibu Lions,yoza--000kai,Kaito Yoza,26,10,7,0.588,2.88,20,-99999,-99999,1,1,0,347,104,39,37,11,16,0,61,4,0,2,463,1.037,8.1,0.9,1.2,4.7,3.81
2022,Tohoku Rakuten Golden Eagles,anraku000tom,Tomohiro Anraku,25,6,2,0.75,4.38,52,-99999,-99999,0,0,1,148,51,25,24,2,12,1,39,2,0,3,209,1.277,9.3,0.4,2.2,7.1,3.25
2022,Tohoku Rakuten Golden Eagles,buseni000ala,Alan Busenitz,31,3,1,0.75,2.27,34,-99999,-99999,0,0,0,95,22,8,8,1,10,0,25,0,0,4,125,1.011,6.3,0.3,2.8,7.1,2.5
2022,Tohoku Rakuten Golden Eagles,fujihi000sho,Shoma Fujihira,23,1,0,1,3.97,8,-99999,-99999,0,0,0,68,15,11,10,0,12,0,17,0,0,3,94,1.191,6,0,4.8,6.8,1.42
2022,Tohoku Rakuten Golden Eagles,fujii-003mas,Masaru Fujii*,25,1,2,0.333,3.38,4,-99999,-99999,0,0,0,55.99999999999999,16,8,7,1,10,0,10,0,0,1,82,1.393,7.7,0.5,4.8,4.8,1
2022,Tohoku Rakuten Golden Eagles,fukui-000yuy,Yuya Fukui,34,0,0,-99999,4.09,11,-99999,-99999,0,0,0,33,14,5,5,1,4,1,7,0,0,1,49,1.636,11.5,0.8,3.3,5.7,1.75
2022,Tohoku Rakuten Golden Eagles,fukuya000hir,Hiroyuki Fukuyama,33,0,0,-99999,0,3,-99999,-99999,0,0,0,9,3,0,0,0,0,0,3,0,0,0,11,1,9,0,0,9,-99999
2022,Tohoku Rakuten Golden Eagles,hayaka000tak,Takahisa Hayakawa*,23,5,9,0.357,3.86,19,-99999,-99999,0,0,0,321.99999999999994,105,48,46,19,23,0,86,3,0,0,444,1.193,8.8,1.6,1.9,7.2,3.74
2022,Tohoku Rakuten Golden Eagles,ishiba000ryo,Ryota Ishibashi,31,2,0,1,6.12,26,-99999,-99999,0,0,0,97.00000000000001,35,22,22,3,12,0,18,4,0,2,146,1.454,9.7,0.8,3.3,5,1.5
2022,Tohoku Rakuten Golden Eagles,kamata000yos,Yoshinao Kamata,28,0,0,-99999,6,2,-99999,-99999,0,0,0,18,10,4,4,0,3,0,2,0,0,0,29,2.167,15,0,4.5,3,0.67
2022,Tohoku Rakuten Golden Eagles,karash001wat,Wataru Karashima*,31,6,4,0.6,3.4,17,-99999,-99999,0,0,0,270,86,36,34,10,24,0,53,3,0,0,371,1.222,8.6,1,2.4,5.3,2.21
2022,Tohoku Rakuten Golden Eagles,kishi-001tak,Takayuki Kishi,37,8,10,0.444,3.19,22,-99999,-99999,0,0,0,423,116,51,50,18,28,0,118,1,1,2,555,1.021,7.4,1.1,1.8,7.5,4.21
2022,Tohoku Rakuten Golden Eagles,komine000shi,Shinri Komine,20,0,0,-99999,6,6,-99999,-99999,0,0,0,18,9,4,4,0,5,0,4,0,0,0,30,2.333,13.5,0,7.5,6,0.8
2022,Tohoku Rakuten Golden Eagles,matsui000tom,Tomotaka Matsui,22,0,0,-99999,9,1,-99999,-99999,0,0,0,12,6,4,4,1,2,0,3,0,0,0,19,2,13.5,2.3,4.5,6.8,1.5
2022,Tohoku Rakuten Golden Eagles,matsui000yuk,Yuki Matsui*,26,1,3,0.25,1.92,53,-99999,-99999,0,0,32,155.00000000000003,21,11,11,4,19,1,83,0,0,1,194,0.774,3.7,0.7,3.3,14.5,4.37
2022,Tohoku Rakuten Golden Eagles,miyamo000sat,Satoshi Miyamori,24,1,1,0.5,1.54,26,-99999,-99999,0,0,1,70.00000000000001,12,4,4,0,12,0,23,2,0,0,92,1.029,4.6,0,4.6,8.9,1.92
2022,Tohoku Rakuten Golden Eagles,moriha000koh,Kohei Morihara,30,0,0,-99999,0,3,-99999,-99999,0,0,0,7.000000000000001,3,0,0,0,1,0,3,0,0,0,11,1.714,11.6,0,3.9,11.6,3
2022,Tohoku Rakuten Golden Eagles,nishig000mas,Masaya Nishigaki,23,0,0,-99999,2.66,24,-99999,-99999,0,0,0,71,20,7,7,2,10,0,15,0,0,2,96,1.268,7.6,0.8,3.8,5.7,1.5
2022,Tohoku Rakuten Golden Eagles,nishig000nao,Naoto Nishiguchi,25,4,0,1,2.26,61,-99999,-99999,0,0,0,167.00000000000003,39,16,14,2,26,2,59,2,0,1,233,1.168,6.3,0.3,4.2,9.5,2.27
2022,Tohoku Rakuten Golden Eagles,norimo000tak,Takahiro Norimoto,31,10,8,0.556,3.53,21,-99999,-99999,1,0,0,375,127,54,49,9,38,0,104,4,0,3,536,1.32,9.1,0.6,2.7,7.5,2.74
2022,Tohoku Rakuten Golden Eagles,sakai-000tom,Tomohito Sakai,29,1,1,0.5,3.31,34,-99999,-99999,0,0,0,98.00000000000003,23,12,12,4,17,0,32,4,0,2,141,1.224,6.3,1.1,4.7,8.8,1.88
2022,Tohoku Rakuten Golden Eagles,sung--000chi,Chia-Hao Sung,29,4,2,0.667,2.61,54,-99999,-99999,0,0,0,155.00000000000003,45,18,15,5,15,1,38,0,0,2,209,1.161,7.8,0.9,2.6,6.6,2.53
2022,Tohoku Rakuten Golden Eagles,suzuki000sor,Sora Suzuki*,25,1,3,0.25,4.03,38,-99999,-99999,0,0,0,114,25,17,17,2,25,1,35,2,1,2,162,1.316,5.9,0.5,5.9,8.3,1.4
2022,Tohoku Rakuten Golden Eagles,takada000koi,Koichi Takada,24,0,0,-99999,7.11,2,-99999,-99999,0,0,0,18.999999999999996,8,5,5,2,4,0,9,0,0,0,30,1.895,11.4,2.8,5.7,12.8,2.25
2022,Tohoku Rakuten Golden Eagles,takata000hos,Hosei Takata,23,0,0,-99999,7.2,3,-99999,-99999,0,0,0,15,5,5,4,1,5,1,5,0,0,0,24,2,9,1.8,9,9,1
2022,Tohoku Rakuten Golden Eagles,takina000ryo,Ryota Takinaka,27,2,9,0.182,4.62,15,-99999,-99999,0,0,0,234,94,44,40,12,27,0,42,3,0,1,346,1.551,10.8,1.4,3.1,4.8,1.56
2022,Tohoku Rakuten Golden Eagles,tanaka003mas,Masahiro Tanaka,33,9,12,0.429,3.31,25,-99999,-99999,1,1,0,489,160,65,60,16,30,1,126,4,0,4,668,1.166,8.8,0.9,1.7,7,4.2
2022,Tohoku Rakuten Golden Eagles,tsurus000tai,Taisei Tsurusaki,24,0,0,-99999,4.5,11,-99999,-99999,0,0,0,36,16,6,6,0,6,1,7,0,0,0,56,1.833,12,0,4.5,5.3,1.17
2022,Tohoku Rakuten Golden Eagles,uchima000tak,Takuma Uchima,23,0,0,-99999,0,1,-99999,-99999,0,0,0,3,1,0,0,0,0,0,0,0,0,0,4,1,9,0,0,0,-99999
2022,Tohoku Rakuten Golden Eagles,wakui-001hid,Hideaki Wakui,36,4,3,0.571,3.54,10,-99999,-99999,1,0,0,168,50,23,22,6,10,0,35,1,0,0,224,1.071,8,1,1.6,5.6,3.5
2022,Tohoku Rakuten Golden Eagles,watana001yuk,Yuki Watanabe*,26,0,0,-99999,2.13,13,-99999,-99999,0,0,0,37.99999999999999,7,3,3,0,4,0,10,5,0,1,52,0.868,5,0,2.8,7.1,2.5
2022,Tohoku Rakuten Golden Eagles,yoshik000kaz,Kazuki Yoshikawa,25,0,0,-99999,1.8,4,-99999,-99999,0,0,0,15,3,1,1,0,1,0,2,0,0,0,20,0.8,5.4,0,1.8,3.6,2
2022,Tohoku Rakuten Golden Eagles,yuge--000hay,Hayato Yuge*,28,0,1,0,3.29,13,-99999,-99999,0,0,1,40.99999999999999,14,5,5,2,6,0,5,2,0,0,61,1.463,9.2,1.3,4,3.3,0.83
2022,Yakult Swallows,cole--001aj-,A.J. Cole,30,2,0,1,2.75,34,-99999,-99999,0,0,0,108,25,13,11,3,14,1,32,1,0,2,145,1.083,6.3,0.8,3.5,8,2.29
2022,Yakult Swallows,hara--000jur,Juri Hara,28,8,7,0.533,4.85,22,-99999,-99999,0,0,0,323,132,59,58,14,32,1,52,5,0,1,476,1.523,11,1.2,2.7,4.3,1.63
2022,Yakult Swallows,hoshi-000tom,Tomoya Hoshi,28,0,1,0,4.38,7,-99999,-99999,0,0,0,37,14,6,6,2,6,0,12,1,0,0,56,1.622,10.2,1.5,4.4,8.8,2
2022,Yakult Swallows,ichika000yut,Yuta Ichikawa,21,0,0,-99999,7.5,6,-99999,-99999,0,0,0,36,17,10,10,1,6,0,6,1,0,2,58,1.917,12.8,0.8,4.5,4.5,1
2022,Yakult Swallows,ishika001mas,Masanori Ishikawa*,42,6,4,0.6,4.5,16,-99999,-99999,0,0,0,252,93,45,42,16,15,2,39,3,0,1,357,1.286,10,1.7,1.6,4.2,2.6
2022,Yakult Swallows,ishiya000tai,Taichi Ishiyama,33,2,0,1,1.75,38,-99999,-99999,0,0,0,108,27,7,7,0,14,2,35,2,0,2,148,1.139,6.8,0,3.5,8.8,2.5
2022,Yakult Swallows,kanaku000yut,Yuto Kanakubo,22,1,1,0.5,7.71,3,-99999,-99999,0,0,0,27.999999999999996,13,8,8,3,2,1,4,0,0,0,43,1.607,12.5,2.9,1.9,3.9,2
2022,Yakult Swallows,kizawa000nao,Naofumi Kizawa,24,9,3,0.75,2.94,55,-99999,-99999,0,0,0,210.99999999999994,57,28,23,3,21,1,52,3,0,5,284,1.109,7.3,0.4,2.7,6.7,2.48
2022,Yakult Swallows,konno-000ryu,Ryuta Konno,27,1,2,0.333,3.72,51,-99999,-99999,0,0,1,138,45,22,19,4,16,1,37,2,1,2,198,1.326,8.8,0.8,3.1,7.2,2.31
2022,Yakult Swallows,kozawa000rei,Reiji Kozawa,24,2,1,0.667,4.11,10,-99999,-99999,0,0,0,138,48,21,21,4,17,1,44,6,0,2,200,1.413,9.4,0.8,3.3,8.6,2.59
2022,Yakult Swallows,kubo--000tak,Takuma Kubo*,25,1,0,1,2.7,29,-99999,-99999,0,0,0,80,19,8,8,1,13,2,19,2,0,1,107,1.2,6.4,0.3,4.4,6.4,1.46
2022,Yakult Swallows,mcgoug001sco,Scott McGough,32,2,2,0.5,2.35,55,-99999,-99999,0,0,38,161.00000000000003,39,16,14,5,13,2,59,1,0,2,215,0.969,6.5,0.8,2.2,9.9,4.54
2022,Yakult Swallows,miyada000koh,Kohei Miyadai*,26,0,0,-99999,19.29,2,-99999,-99999,0,0,0,7.000000000000001,4,5,5,0,1,0,4,0,0,1,12,2.143,15.4,0,3.9,15.4,4
2022,Yakult Swallows,ogawa-001yas,Yasuhiro Ogawa,32,8,8,0.5,2.82,25,-99999,-99999,1,1,0,459.99999999999994,145,50,48,16,32,1,91,3,0,2,621,1.154,8.5,0.9,1.9,5.3,2.84
2022,Yakult Swallows,ohnish002hir,Hiroki Ohnishi,24,3,2,0.6,4.45,43,-99999,-99999,0,0,0,176.00000000000003,74,34,29,8,15,4,42,2,0,1,260,1.517,11.4,1.2,2.3,6.4,2.8
2022,Yakult Swallows,oshita000yum,Yuma Ohshita,29,0,0,-99999,4.2,10,-99999,-99999,0,0,0,45,16,10,7,4,3,0,11,0,0,0,62,1.267,9.6,2.4,1.8,6.6,3.67
2022,Yakult Swallows,okugaw000yas,Yasunobu Okugawa,21,0,0,-99999,2.25,1,-99999,-99999,0,0,0,12,2,1,1,1,1,0,3,0,0,0,15,0.75,4.5,2.3,2.3,6.8,3
2022,Yakult Swallows,sakamo000kos,Koshiro Sakamoto*,27,0,1,0,9.28,7,-99999,-99999,0,0,0,31.999999999999993,15,14,11,4,9,0,11,1,0,2,59,2.25,12.7,3.4,7.6,9.3,1.22
2022,Yakult Swallows,shibat000dai,Daichi Shibata,24,0,0,-99999,9,1,-99999,-99999,0,0,0,3,5,5,1,0,1,0,2,0,0,1,10,6,45,0,9,18,2
2022,Yakult Swallows,shimiz001nob,Noboru Shimizu,25,5,4,0.556,1.16,50,-99999,-99999,0,0,0,140.00000000000003,23,6,6,1,14,3,43,1,0,0,173,0.793,4.4,0.2,2.7,8.3,3.07
2022,Yakult Swallows,sneed-000cy-,Cy Sneed,29,9,6,0.6,3.54,23,-99999,-99999,0,0,0,396.99999999999994,140,66,52,17,26,0,96,5,0,3,553,1.254,9.5,1.2,1.8,6.5,3.69
2022,Yakult Swallows,suarez002and,Andrew Suárez*,29,0,0,-99999,6.23,6,-99999,-99999,0,0,0,65,27,17,15,4,7,0,16,0,0,2,102,1.569,11.2,1.7,2.9,6.6,2.29
2022,Yakult Swallows,sugiya000kok,Koki Sugiyama,25,0,0,-99999,0,1,-99999,-99999,0,0,0,2,2,0,0,0,0,0,0,0,0,0,4,3,27,0,0,0,-99999
2022,Yakult Swallows,taguch000kaz,Kazuto Taguchi*,26,1,1,0.5,1.25,45,-99999,-99999,0,0,2,108,30,7,5,0,8,2,31,3,0,1,143,1.056,7.5,0,2,7.8,3.88
2022,Yakult Swallows,takaha000kei,Keiji Takahashi*,25,8,2,0.8,2.63,17,-99999,-99999,2,1,0,308,75,32,30,9,37,3,113,9,0,1,416,1.091,6.6,0.8,3.2,9.9,3.05
2022,Yakult Swallows,takana000hir,Hirotoshi Takanashi,31,7,9,0.438,4.3,20,-99999,-99999,1,1,0,308,103,51,49,11,41,1,84,6,0,2,447,1.403,9,1,3.6,7.4,2.05
2022,Yakult Swallows,takeya000hyu,Hyuga Takeyama,18,0,0,-99999,0,1,-99999,-99999,0,0,0,3,0,0,0,0,0,0,1,0,0,0,3,0,0,0,0,9,-99999
2022,Yakult Swallows,umeno-000yug,Yugo Umeno,23,4,3,0.571,3,41,-99999,-99999,0,0,0,117,37,15,13,6,15,2,26,1,0,3,168,1.333,8.5,1.4,3.5,6,1.73
2022,Yakult Swallows,yamamo000dai,Daiki Yamamoto*,26,0,0,-99999,7.94,5,-99999,-99999,0,0,0,17,10,5,5,3,1,0,4,0,0,0,27,1.941,15.9,4.8,1.6,6.4,4
2022,Yakult Swallows,yamash000hik,Hikaru Yamashita*,22,1,1,0.5,1.46,2,-99999,-99999,0,0,0,37,14,2,2,0,5,0,3,1,0,0,54,1.541,10.2,0,3.6,2.2,0.6
2022,Yakult Swallows,yoshid002dai,Daiki Yoshida,24,0,1,0,3,2,-99999,-99999,0,0,0,27,14,3,3,1,5,0,7,0,0,0,44,2.111,14,1,5,7,1.4
2022,Yokohama Bay Stars,ariyos000yuk,Yuki Ariyoshi,31,0,1,0,6.75,1,-99999,-99999,0,0,0,12,4,3,3,0,1,0,1,1,0,0,18,1.25,9,0,2.3,2.3,1
2022,Yokohama Bay Stars,azuma-000kat,Katsuki Azuma*,26,1,6,0.143,4.62,12,-99999,-99999,0,0,0,152.00000000000003,67,30,26,5,10,0,41,2,0,1,229,1.52,11.9,0.9,1.8,7.3,4.1
2022,Yokohama Bay Stars,escoba001edw,Edwin Escobar*,30,4,2,0.667,2.42,70,-99999,-99999,0,0,2,190,48,17,17,4,29,2,51,5,0,0,268,1.216,6.8,0.6,4.1,7.2,1.76
2022,Yokohama Bay Stars,gsellm000rob,Robert Gsellman,28,1,1,0.5,2.66,4,-99999,-99999,0,0,0,61.000000000000014,15,6,6,1,6,0,12,2,0,0,81,1.033,6.6,0.4,2.7,5.3,2
2022,Yokohama Bay Stars,hamagu001har,Haruhiro Hamaguchi*,27,8,7,0.533,3.36,19,-99999,-99999,0,0,0,336.99999999999994,104,42,42,8,33,1,88,2,1,3,464,1.22,8.3,0.6,2.6,7.1,2.67
2022,Yokohama Bay Stars,hirata000shi,Shingo Hirata,32,4,3,0.571,4.29,47,-99999,-99999,0,0,0,126,47,21,20,5,8,0,39,2,0,0,180,1.31,10.1,1.1,1.7,8.4,4.88
2022,Yokohama Bay Stars,ikeya-000sot,Sota Ikeya*,22,1,0,1,3.38,6,-99999,-99999,0,0,0,15.999999999999996,3,2,2,1,7,0,7,0,0,0,26,1.875,5.1,1.7,11.8,11.8,1
2022,Yokohama Bay Stars,imanag000sho,Shota Imanaga*,28,11,4,0.733,2.26,21,-99999,-99999,3,2,0,430.9999999999999,106,37,36,14,29,1,132,3,0,3,560,0.94,6.6,0.9,1.8,8.3,4.55
2022,Yokohama Bay Stars,irie--000tai,Taisei Irie,23,5,1,0.833,3,57,-99999,-99999,0,0,0,189,49,23,21,4,26,2,69,1,0,2,262,1.19,7,0.6,3.7,9.9,2.65
2022,Yokohama Bay Stars,ise---000hir,Hiromu Ise,24,3,3,0.5,1.72,71,-99999,-99999,0,0,1,204,52,14,13,1,17,4,69,5,0,2,269,1.015,6.9,0.1,2.3,9.1,4.06
2022,Yokohama Bay Stars,ishida000ken,Kenta Ishida*,29,7,4,0.636,2.95,15,-99999,-99999,0,0,0,246.99999999999994,67,30,27,8,26,3,68,1,0,3,337,1.13,7.3,0.9,2.8,7.4,2.62
2022,Yokohama Bay Stars,ishika000tat,Tatsuya Ishikawa*,24,0,0,-99999,8.44,3,-99999,-99999,0,0,0,15.999999999999996,4,5,5,1,7,0,3,1,0,0,28,2.063,6.8,1.7,11.8,5.1,0.43
2022,Yokohama Bay Stars,kamich000tai,Taiga Kamichatani,25,3,6,0.333,4.73,13,-99999,-99999,1,1,0,200.00000000000003,65,40,35,8,17,3,49,2,1,0,278,1.23,8.8,1.1,2.3,6.6,2.88
2022,Yokohama Bay Stars,kriske000bro,Brooks Kriske,28,1,1,0.5,2.57,18,-99999,-99999,0,0,1,63,15,7,6,2,13,0,26,0,0,3,89,1.333,6.4,0.9,5.6,11.1,2
2022,Yokohama Bay Stars,kyoyam000mas,Masaya Kyoyama,23,2,2,0.5,3.23,17,-99999,-99999,0,0,0,167.00000000000003,56,24,20,4,30,0,39,5,0,7,254,1.545,9.1,0.6,4.9,6.3,1.3
2022,Yokohama Bay Stars,mikami000tom,Tomoya Mikami,33,0,0,-99999,3.65,19,-99999,-99999,0,0,0,74,28,10,10,3,8,2,19,1,0,0,106,1.459,10.2,1.1,2.9,6.9,2.38
2022,Yokohama Bay Stars,mishim000kaz,Kazuki Mishima,32,2,2,0.5,2.84,13,-99999,-99999,0,0,1,37.99999999999999,8,4,4,1,6,1,11,0,0,0,50,1.105,5.7,0.7,4.3,7.8,1.83
2022,Yokohama Bay Stars,miura-000gin,Ginji Miura,22,0,0,-99999,10.8,6,-99999,-99999,0,0,0,24.999999999999996,16,10,10,2,1,0,8,0,0,0,42,2.04,17.3,2.2,1.1,8.6,8
2022,Yokohama Bay Stars,miyagu000ryo,Ryosuke Miyaguni,30,0,0,-99999,8.71,17,-99999,-99999,0,0,0,61.99999999999999,35,20,20,6,5,0,13,1,0,1,103,1.935,15.2,2.6,2.2,5.7,2.6
2022,Yokohama Bay Stars,moriha000koh,Kohei Morihara,30,0,0,-99999,6,6,-99999,-99999,0,0,0,18,6,4,4,2,0,0,8,0,0,0,24,1,9,3,0,12,-99999
2022,Yokohama Bay Stars,nakaga000koo,Koh Nakagawa,22,0,0,-99999,4.35,8,-99999,-99999,0,0,0,30.999999999999996,8,5,5,1,7,0,11,1,0,0,46,1.452,7,0.9,6.1,9.6,1.57
2022,Yokohama Bay Stars,onuki-000shi,Shinichi Ohnuki,28,11,8,0.579,2.77,24,-99999,-99999,0,0,0,409.9999999999999,126,48,42,13,36,2,118,8,0,4,562,1.185,8.3,0.9,2.4,7.8,3.28
2022,Yokohama Bay Stars,people000sco,Michael Peoples,30,0,2,0,15,3,-99999,-99999,0,0,0,9,9,5,5,0,1,0,4,0,0,0,18,3.333,27,0,3,12,4
2022,Yokohama Bay Stars,romero000fer,Fernando Romero,27,6,8,0.429,4.87,23,-99999,-99999,0,0,0,276.99999999999994,100,59,50,8,35,1,54,9,0,5,420,1.462,9.7,0.8,3.4,5.3,1.54
2022,Yokohama Bay Stars,sakagu000kos,Kousuke Sakaguchi,22,0,0,-99999,9,1,-99999,-99999,0,0,0,9,4,3,3,1,1,0,2,0,0,0,14,1.667,12,3,3,6,2
2022,Yokohama Bay Stars,sakamo000yuy,Yuya Sakamoto*,24,0,5,0,6.19,15,-99999,-99999,0,0,0,144,52,33,33,9,21,0,28,3,0,1,212,1.521,9.8,1.7,3.9,5.3,1.33
2022,Yokohama Bay Stars,sunada000yos,Yoshiki Sunada*,26,0,0,-99999,5.68,15,-99999,-99999,0,0,0,37.99999999999999,17,9,8,2,5,1,8,1,0,0,62,1.737,12.1,1.4,3.6,5.7,1.6
2022,Yokohama Bay Stars,tanaka002ken,Kenjiro Tanaka*,32,3,0,1,2.63,47,-99999,-99999,0,0,0,113.00000000000003,31,14,11,5,14,2,25,2,0,1,160,1.195,7.4,1.2,3.3,6,1.79
2022,Yokohama Bay Stars,yamasa000yas,Yasuaki Yamasaki,29,0,2,0,1.33,56,-99999,-99999,0,0,37,163,29,9,8,4,9,1,42,0,0,1,197,0.699,4.8,0.7,1.5,7,4.67
2022,Yomiuri Giants,akahos000yuj,Yuji Akahoshi,22,5,5,0.5,4.04,31,-99999,-99999,0,0,0,234,81,50,35,8,32,1,52,4,0,0,347,1.449,9.3,0.9,3.7,6,1.63
2022,Yomiuri Giants,andrie001mat,Matt Andriese,32,0,2,0,4.82,5,-99999,-99999,0,0,0,55.99999999999999,28,11,10,3,4,0,18,1,0,0,87,1.714,13.5,1.4,1.9,8.7,4.5
2022,Yomiuri Giants,crisos000chr,Cristopher Crisostomo*,28,5,7,0.417,3.18,20,-99999,-99999,0,0,0,330.99999999999994,107,44,39,7,31,1,74,3,0,1,458,1.251,8.7,0.6,2.5,6,2.39
2022,Yomiuri Giants,delaro001rub,Rubby De La Rosa,33,0,0,-99999,2.3,30,-99999,-99999,0,0,1,82.00000000000001,18,9,7,2,10,0,24,2,1,0,108,1.024,5.9,0.7,3.3,7.9,2.4
2022,Yomiuri Giants,hatake000sei,Seishu Hatake,28,3,0,1,3.14,27,-99999,-99999,0,0,1,86,22,11,10,3,14,2,22,0,0,1,122,1.256,6.9,0.9,4.4,6.9,1.57
2022,Yomiuri Giants,heinai000ryu,Ryuta Heinai,23,4,4,0.5,4.32,53,-99999,-99999,0,0,0,150,53,26,24,4,13,0,39,3,0,2,213,1.32,9.5,0.7,2.3,7,3
2022,Yomiuri Giants,hotta-000ken,Kenshin Hotta,21,2,3,0.4,6.29,8,-99999,-99999,0,0,0,103.00000000000001,38,24,24,5,16,1,24,1,0,0,150,1.573,10,1.3,4.2,6.3,1.5
