id,game,PA,AB,run,hit,single,double,triple,HR,RBI,steal,CS,BB,SO,AVG,OBP,SLG,OPS,TB,GDP,HBP,SH,SF,IBB
kataya002hir,194,344,300,21,60,43,12,1,4,20,1,1,27,96,0.2,0.2616279069767442,0.2866666666666667,0.5482945736434108,86,3,3,14,NA,NA
kato--000aki,551,1625,1472,132,313,246,46,9,12,128,25,37,108,194,0.21263586956521738,0.2679900744416873,0.280570652173913,0.5485607266156003,413,34,11,21,NA,NA
kato--000eij,4,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
kato--000haj,471,708,601,37,71,64,5,0,2,30,0,0,31,238,0.11813643926788686,0.14589235127478753,0.13643926788685523,0.28233161916164273,82,5,1,73,2,0
kato--000har,263,788,734,67,175,122,39,2,12,85,15,6,48,64,0.23841961852861035,0.28553299492385786,0.3460490463215259,0.6315820412453838,254,30,2,4,NA,NA
kato--000hir,1063,2619,2321,342,628,490,93,22,23,176,169,67,179,361,0.27057302886686774,0.31546707503828486,0.35932787591555365,0.6747949509538385,834,36,17,95,7,7
kato--000kat,38,38,33,2,8,7,1,0,0,4,1,0,3,8,0.24242424242424243,0.2894736842105263,0.2727272727272727,0.562200956937799,9,2,0,2,0,0
kato--000mak,6,2,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
kato--000shi,68,127,104,5,17,13,4,0,0,7,0,1,6,28,0.16346153846153846,0.19047619047619047,0.20192307692307693,0.3923992673992674,21,5,1,15,1,0
kato--000sho,221,849,777,91,218,149,44,6,19,104,13,5,65,69,0.2805662805662806,0.3404004711425206,0.425997425997426,0.7663978971399465,331,21,6,1,NA,NA
kato--000shu,6,4,4,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
kato--000sus,346,804,690,83,148,118,18,6,6,74,19,20,95,126,0.2144927536231884,0.3072139303482587,0.28405797101449276,0.5912719013627514,196,18,4,15,NA,NA
kato--000tar,20,12,12,2,2,2,0,0,0,1,0,0,0,2,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.3333333333333333,2,0,0,0,0,NA
kato--000tos,1507,4498,3895,422,962,701,138,7,116,431,73,39,389,565,0.24698331193838255,0.32804114490161,0.3753530166880616,0.7033941615896716,1462,115,116,72,26,22
kato--000yas,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
kato--001mas,52,97,88,10,17,14,2,0,1,5,1,0,4,26,0.19318181818181818,0.22916666666666666,0.25,0.47916666666666663,22,1,1,3,1,0
kato--001mik,22,10,9,2,3,3,0,0,0,1,0,0,0,2,0.3333333333333333,0.3,0.3333333333333333,0.6333333333333333,3,0,0,1,0,0
kato--001sho,671,1550,1408,173,341,253,57,15,16,94,47,19,66,292,0.2421875,0.27020038784744665,0.3380681818181818,0.6082685696656285,476,12,11,62,3,0
kato--002hid,2028,7909,6914,1031,2055,1304,367,37,347,1268,136,62,807,1067,0.2972230257448655,0.37634546386468476,0.5115707260630604,0.8879161899277452,3537,93,75,8,105,64
kato--002mas,137,452,408,36,96,69,14,2,11,52,2,2,42,47,0.23529411764705882,0.30973451327433627,0.3602941176470588,0.6700286309213951,147,9,2,0,NA,NA
kato--002tak,10,8,8,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0
kato--003hid,44,5,5,0,1,0,1,0,0,0,0,0,0,2,0.2,0.2,0.4,0.6000000000000001,2,0,0,0,0,0
kato--003mas,205,342,305,40,76,51,18,3,4,30,0,2,24,50,0.24918032786885247,0.2953216374269006,0.36721311475409835,0.662534752180999,112,6,1,12,0,2
kato--004hid,89,11,10,1,2,2,0,0,0,0,0,0,0,2,0.2,0.18181818181818182,0.2,0.38181818181818183,2,0,0,1,0,0
kato--004mas,70,37,34,1,1,1,0,0,0,2,0,0,2,21,0.029411764705882353,0.08108108108108109,0.029411764705882353,0.11049284578696345,1,2,0,1,0,0
kato--004tak,38,19,16,0,1,1,0,0,0,1,0,0,2,3,0.0625,0.15789473684210525,0.0625,0.22039473684210525,1,0,0,1,0,0
kato--005mas,532,1351,1219,110,255,191,43,2,19,93,18,16,110,229,0.20918785890073832,0.27786032689450224,0.2945036915504512,0.5723640184449534,359,21,9,8,5,NA
kato--006tak,214,431,385,27,67,51,11,3,2,18,0,1,14,123,0.17402597402597403,0.18793503480278423,0.23376623376623376,0.421701268569018,90,8,0,32,0,2
kato--007tak,144,14,12,1,3,3,0,0,0,0,0,0,1,8,0.25,0.2857142857142857,0.25,0.5357142857142857,3,0,0,1,0,0
kato--008tak,12,12,11,0,0,0,0,0,0,0,0,0,1,9,0,0.08333333333333333,0,0.08333333333333333,0,1,0,0,0,0
katoh-000gos,62,222,200,18,42,30,6,0,6,16,3,1,18,35,0.21,0.2850678733031674,0.33,0.6150678733031674,66,1,3,0,1,1
katoh-001aki,4,4,4,0,1,1,0,0,0,2,0,0,0,2,0.25,0.25,0.25,0.5,1,0,0,0,0,0
katoh-001dai,63,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
katoh-001hir,242,143,123,4,22,20,2,0,0,6,0,0,4,59,0.17886178861788618,0.18309859154929578,0.1951219512195122,0.378220542768808,24,0,0,15,1,0
katoh-001ken,183,308,273,17,59,49,7,0,3,24,0,0,20,71,0.21611721611721613,0.2739273927392739,0.27472527472527475,0.5486526674645487,75,12,4,6,5,3
katoh-001kos,31,2,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
katoh-001ryo,6,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
katoh-001tak,250,56,46,2,4,4,0,0,0,2,0,0,2,30,0.08695652173913043,0.10714285714285714,0.08695652173913043,0.19409937888198758,4,1,0,8,0,0
katori000yos,468,152,140,5,23,18,5,0,0,8,0,0,2,45,0.16428571428571428,0.16447368421052633,0.2,0.36447368421052634,28,3,0,10,0,0
katsuk000kaz,109,194,183,18,33,24,5,0,4,13,0,0,6,40,0.18032786885245902,0.211340206185567,0.273224043715847,0.484564249901414,50,4,2,3,0,0
katsuk001ryo,64,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
katsuk002ryo,2,3,2,1,1,1,0,0,0,1,0,0,1,1,0.5,0.6666666666666666,0.5,1.1666666666666665,1,0,0,0,0,0
katsum000sho,6,9,9,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0
katsun000aki,91,73,65,2,7,3,2,1,1,4,0,0,3,42,0.1076923076923077,0.136986301369863,0.2153846153846154,0.3523709167544784,14,1,0,5,0,0
katsur000ior,158,379,345,24,74,54,11,3,6,27,1,0,15,102,0.2144927536231884,0.24338624338624337,0.3159420289855073,0.5593282723717506,109,7,3,15,1,2
katsur000kaz,9,10,9,1,2,1,1,0,0,0,0,0,0,1,0.2222222222222222,0.3,0.3333333333333333,0.6333333333333333,3,0,1,0,0,0
katsur000tak,1787,6679,6268,675,1745,1223,304,44,174,860,108,71,262,511,0.2783982131461391,0.3101418653788107,0.4242182514358647,0.7343601168146754,2659,203,48,48,53,27
katsur001iku,750,1880,1680,205,417,285,88,9,35,171,5,8,152,411,0.24821428571428572,0.313903743315508,0.3738095238095238,0.6877132671250319,628,28,18,20,10,1
katsut000ko-,10,16,14,0,2,2,0,0,0,0,0,0,2,6,0.14285714285714285,0.25,0.14285714285714285,0.39285714285714285,2,0,0,0,NA,NA
katsuu000mas,13,13,12,0,1,1,0,0,0,0,0,0,0,6,0.08333333333333333,0.07692307692307693,0.08333333333333333,0.16025641025641024,1,0,0,1,0,0
kawa--000fum,13,8,8,2,4,4,0,0,0,0,0,0,0,1,0.5,0.5,0.5,1,4,0,0,0,NA,NA
kawaba000jun,326,160,138,17,34,30,4,0,0,6,1,0,5,33,0.2463768115942029,0.25157232704402516,0.2753623188405797,0.5269346458846049,38,2,1,15,1,0
kawaba000tak,366,1165,1026,98,262,212,43,2,5,73,21,6,57,148,0.2553606237816764,0.29482758620689653,0.3157894736842105,0.610617059891107,324,19,23,54,5,1
kawaba001kaz,204,383,333,38,90,69,13,5,3,27,1,4,26,65,0.2702702702702703,0.30708661417322836,0.3663663663663664,0.6734529805395948,122,4,1,21,2,0
kawaba001ryu,85,5,3,0,0,0,0,0,0,0,0,0,1,3,0,0.2,0,0.2,0,0,0,1,0,0
kawaba001shi,1265,4114,3694,438,1086,862,167,17,40,403,17,9,318,443,0.29399025446670274,0.3467741935483871,0.38088792636708174,0.7276621199154689,1407,87,15,65,22,16
kawaba001yas,81,88,80,1,13,10,3,0,0,7,0,0,3,26,0.1625,0.1839080459770115,0.2,0.3839080459770115,16,1,0,4,1,0
kawaba002kaz,66,34,31,1,3,3,0,0,0,0,0,0,1,10,0.0967741935483871,0.11764705882352941,0.0967741935483871,0.2144212523719165,3,1,0,2,0,0
kawach000tad,3,3,3,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
kawada001yus,574,730,614,124,137,105,18,8,6,50,53,15,80,145,0.22312703583061888,0.3008241758241758,0.30781758957654726,0.608641765400723,189,5,2,32,2,0
kawadu000ken,421,830,747,82,161,112,27,8,14,66,17,7,54,183,0.21552878179384202,0.27063106796116504,0.3293172690763052,0.5999483370374703,246,14,8,15,6,1
kawagi001tsu,23,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
kawago000kam,17,13,8,0,0,0,0,0,0,1,0,0,4,5,0,0.3333333333333333,0,0.3333333333333333,0,0,0,0,1,NA
kawago000sei,191,481,426,37,93,68,11,4,10,36,3,2,48,130,0.21830985915492956,0.3,0.3333333333333333,0.6333333333333333,142,4,3,3,1,1
kawago001hid,111,19,17,1,2,1,1,0,0,1,0,0,0,12,0.11764705882352941,0.10526315789473684,0.17647058823529413,0.281733746130031,3,0,0,2,0,0
kawago001tor,117,261,234,21,55,42,11,0,2,18,1,1,14,44,0.23504273504273504,0.2681992337164751,0.3076923076923077,0.5758915414087828,72,2,1,12,0,0
kawagu000hid,60,95,87,15,17,14,2,0,1,3,6,2,4,21,0.19540229885057472,0.23404255319148937,0.25287356321839083,0.4869161164098802,22,1,1,2,1,NA
kawagu000hir,6,10,10,0,2,2,0,0,0,0,0,0,0,1,0.2,0.2,0.2,0.4,2,0,0,0,0,0
kawagu000kaz,440,882,797,41,128,108,15,2,3,55,2,2,17,318,0.1606022584692597,0.16590909090909092,0.19573400250941028,0.3616430934185012,156,5,1,65,2,0
kawagu000kei,25,21,18,1,3,2,1,0,0,1,0,0,3,1,0.16666666666666666,0.2857142857142857,0.2222222222222222,0.5079365079365079,4,1,0,0,NA,NA
kawagu000yos,11,7,7,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,NA,NA
kawagu001ken,976,2653,2332,257,613,401,132,11,69,314,9,13,263,434,0.26286449399656947,0.34535104364326374,0.4176672384219554,0.7630182820652192,974,55,34,6,18,12
kawaha000kim,4,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
kawaha000mas,497,1208,1119,74,228,177,35,5,11,79,5,11,54,228,0.2037533512064343,0.23646960865945046,0.2734584450402145,0.509928053699665,306,29,2,26,7,0
kawaha000shi,7,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
kawaha001aki,282,287,271,17,37,30,4,0,3,16,0,0,4,107,0.13653136531365315,0.14285714285714285,0.18450184501845018,0.32735898787559303,50,0,0,12,0,0
kawaha001jun,128,120,109,8,14,13,1,0,0,2,0,0,1,65,0.12844036697247707,0.125,0.13761467889908258,0.2626146788990826,15,1,0,10,0,0
kawaha001ryu,178,17,16,0,1,1,0,0,0,0,0,0,0,9,0.0625,0.058823529411764705,0.0625,0.1213235294117647,1,1,0,1,0,0
kawaha002aki,6,2,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
kawai-000koz,984,3701,3366,436,909,733,116,45,15,313,251,73,252,173,0.2700534759358289,0.3187618789030682,0.34462269756387404,0.6633845764669422,1160,35,13,52,NA,NA
kawai-000man,4,7,7,0,3,2,1,0,0,0,1,0,0,0,0.42857142857142855,0.42857142857142855,0.5714285714285714,1,4,0,0,0,0,0
kawai-000sho,6,6,6,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
kawai-000yas,1071,2726,2396,225,507,337,97,15,58,241,28,21,216,642,0.21160267111853087,0.2768153335790638,0.337228714524207,0.6140440481032707,808,40,28,73,NA,NA
kawai-001mas,1909,5527,4512,591,1199,948,186,22,43,322,47,36,418,570,0.2657358156028369,0.3017429193899782,0.3453014184397163,0.6470443378296945,1558,92,45,533,19,3
kawai-001sus,100,137,124,1,14,12,2,0,0,4,0,0,0,57,0.11290322580645161,0.10218978102189781,0.12903225806451613,0.23122203908641392,16,2,0,13,0,0
kawai-001tak,37,10,9,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,1,0,0
kawaji001tet,220,320,271,11,31,30,1,0,0,12,0,0,7,76,0.11439114391143912,0.11875,0.11808118081180811,0.2368311808118081,32,1,0,42,0,0
kawaka000mic,15,13,13,1,1,1,0,0,0,1,0,0,0,3,0.07692307692307693,0.07692307692307693,0.07692307692307693,0.15384615384615385,1,1,0,0,NA,NA
kawaka000tet,1103,4699,4213,573,1341,987,225,36,93,710,154,66,411,240,0.3183004984571564,0.3818493150684932,0.4550201756468075,0.8368694907153007,1917,95,32,16,NA,NA
kawaka000yos,109,163,151,8,21,16,3,1,1,11,0,3,8,38,0.1390728476821192,0.19631901840490798,0.19205298013245034,0.3883719985373583,29,3,3,1,0,0
kawaka001ken,280,595,533,24,76,55,13,0,8,29,0,0,16,214,0.1425891181988743,0.15488215488215487,0.21200750469043153,0.3668896595725864,113,12,0,45,1,0
kawama000yon,1415,3383,2897,303,771,518,167,12,74,364,23,13,394,433,0.2661373835001726,0.350253807106599,0.40869865377977216,0.7589524608863711,1184,57,8,50,34,30
kawamo000koj,1,2,2,1,1,1,0,0,0,0,0,0,0,0,0.5,0.5,0.5,1,1,0,0,0,0,0
kawamo000tok,163,203,180,14,37,30,7,0,0,11,1,0,10,43,0.20555555555555555,0.2315270935960591,0.24444444444444444,0.4759715380405035,44,2,0,13,NA,NA
kawamo000tom,8,6,6,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0
kawamo001koj,290,590,541,31,125,103,15,2,5,47,2,7,36,84,0.23105360443622922,0.28034188034188035,0.29390018484288355,0.574242065184764,159,11,3,5,5,0
kawamo001ryo,345,800,709,76,147,97,27,4,19,79,9,3,51,194,0.2073342736248237,0.26700251889168763,0.33709449929478136,0.604097018186469,239,14,14,20,6,2
kawamo001yas,71,4,3,0,1,1,0,0,0,0,0,0,0,2,0.3333333333333333,0.25,0.3333333333333333,0.5833333333333333,1,0,0,1,0,0
kawamu000aki,28,53,52,4,17,16,1,0,0,7,1,0,0,6,0.3269230769230769,0.32075471698113206,0.34615384615384615,0.6669085631349783,18,0,0,1,NA,NA
kawamu000hir,61,8,6,8,0,0,0,0,0,0,1,1,1,1,0,0.25,0,0.25,0,0,1,0,0,0
kawamu000his,415,573,524,27,79,63,10,2,4,27,0,0,16,154,0.15076335877862596,0.16753926701570682,0.20038167938931298,0.3679209464050198,105,4,1,32,NA,NA
kawamu000ken,632,1448,1325,130,354,253,50,2,49,190,3,11,98,211,0.26716981132075474,0.3184668989547038,0.4188679245283019,0.7373348234830057,555,48,5,7,13,2
kawamu000yas,446,422,388,18,80,70,9,1,0,22,0,0,12,64,0.20618556701030927,0.21852731591448932,0.2345360824742268,0.4530633983887161,91,4,0,21,1,0
kawamu001koz,30,5,5,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
kawamu001tak,323,312,276,17,33,25,8,0,0,15,0,0,6,106,0.11956521739130435,0.125,0.14855072463768115,0.27355072463768115,41,7,0,30,0,0
kawamu001tok,4,2,2,0,1,1,0,0,0,0,0,0,0,1,0.5,0.5,0.5,1,1,0,0,0,0,0
kawana000shi,334,345,311,88,73,61,8,3,1,21,54,17,18,62,0.2347266881028939,0.26900584795321636,0.28938906752411575,0.5583949154773321,90,7,1,12,3,0
kawana001mot,419,637,587,99,143,110,22,1,10,43,21,12,24,108,0.24361158432708688,0.2861635220125786,0.33560477001703576,0.6217682920296144,197,5,15,10,1,2
kawani000hir,3,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
kawani000tos,340,1128,986,146,270,224,39,5,2,84,52,11,83,26,0.2738336713995943,0.3129432624113475,0.32961460446247465,0.6425578668738221,325,20,0,59,NA,NA
kawano000gen,15,17,17,1,1,0,0,0,1,3,0,0,0,5,0.058823529411764705,0.058823529411764705,0.23529411764705882,0.29411764705882354,4,0,0,0,0,0
kawano000kei,8,2,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
kawano000tad,166,128,117,29,19,16,1,1,1,7,12,4,9,28,0.1623931623931624,0.21875,0.21367521367521367,0.4324252136752137,25,1,0,2,0,0
kawano000yas,201,372,345,39,80,58,7,3,12,36,5,5,11,84,0.2318840579710145,0.25745257452574527,0.3739130434782609,0.6313656180040061,129,6,4,9,3,1
kawano000yui,90,92,85,2,9,8,1,0,0,1,0,1,3,20,0.10588235294117647,0.13186813186813187,0.11764705882352941,0.24951519069166128,10,2,0,3,1,0
kawano001mas,107,28,21,2,3,0,3,0,0,0,0,0,1,6,0.14285714285714285,0.17857142857142858,0.2857142857142857,0.4642857142857143,6,0,1,5,0,0
kawano001ryo,185,442,397,42,93,62,13,1,17,58,0,1,29,96,0.23425692695214106,0.2968036529680365,0.4005037783375315,0.697307431305568,159,12,8,4,4,0
kawano002ryo,5,8,7,0,1,1,0,0,0,1,0,1,0,2,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.2857142857142857,1,0,0,0,1,0
kawara000jum,4,3,3,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
kawara000yos,147,199,193,5,32,26,5,0,1,4,0,0,3,53,0.16580310880829016,0.18090452261306533,0.20725388601036268,0.388158408623428,40,5,1,2,0,0
kawasa000kei,251,444,419,19,88,63,18,3,4,36,4,2,20,66,0.2100238663484487,0.24830699774266365,0.29594272076372313,0.5442497185063868,124,8,2,2,1,0
kawasa000nar,38,41,36,5,7,6,1,0,0,1,1,0,4,4,0.19444444444444445,0.2926829268292683,0.2222222222222222,0.5149051490514904,8,0,1,0,0,0
kawasa000tok,369,692,610,59,134,103,19,5,7,56,3,4,53,75,0.21967213114754097,0.273121387283237,0.3016393442622951,0.5747607315455321,184,12,2,27,NA,NA
kawasa001ken,300,496,413,13,47,42,5,0,0,22,0,0,16,166,0.11380145278450363,0.12727272727272726,0.12590799031476999,0.2531807175874973,52,5,0,66,1,0
kawasa001mun,1187,5296,4710,653,1376,1101,183,65,27,373,267,108,334,647,0.2921443736730361,0.33371255214258627,0.37579617834394907,0.7095087304865353,1770,50,50,180,22,6
kawasa001yos,28,49,40,2,7,4,3,0,0,2,1,0,7,16,0.175,0.2857142857142857,0.25,0.5357142857142857,10,0,0,2,0,0
kawase000hik,381,687,592,73,136,108,24,4,0,50,11,8,41,114,0.22972972972972974,0.2650957290132548,0.28378378378378377,0.5488795127970385,168,14,3,43,8,1
kawase000hir,2,2,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,NA,NA
kawash000ken,18,17,16,0,0,0,0,0,0,0,0,0,1,7,0,0.058823529411764705,0,0.058823529411764705,0,0,0,0,0,0
kawash000mas,22,30,27,2,6,4,1,0,1,4,0,0,1,5,0.2222222222222222,0.3,0.37037037037037035,0.6703703703703703,10,0,2,0,0,0
kawash000nor,6,7,7,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,NA,NA
kawash000tak,49,67,61,12,9,8,1,0,0,2,5,1,6,7,0.14754098360655737,0.22388059701492538,0.16393442622950818,0.38781502324443357,10,1,0,0,NA,NA
kawash001kei,886,2270,1928,279,483,359,74,12,38,185,59,22,206,365,0.2505186721991701,0.3229675699689027,0.3604771784232365,0.6834447483921392,695,37,38,79,19,6
kawash001ryo,105,192,162,10,38,37,1,0,0,6,0,0,3,39,0.2345679012345679,0.21875,0.24074074074074073,0.4594907407407407,39,2,1,26,0,0
kawata000yuk,10,7,7,0,1,1,0,0,0,0,0,0,0,4,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.2857142857142857,1,0,0,0,0,0
kawata001his,39,77,68,0,16,14,2,0,0,5,0,0,8,16,0.23529411764705882,0.3157894736842105,0.2647058823529412,0.5804953560371517,18,2,0,0,1,0
kawato000koz,771,994,895,101,211,165,26,4,16,108,29,19,50,159,0.23575418994413408,0.2773279352226721,0.32737430167597764,0.6047022368986497,293,23,13,30,6,0
kawato000ryu,35,27,26,0,2,0,1,1,0,1,0,0,0,12,0.07692307692307693,0.07407407407407407,0.19230769230769232,0.26638176638176636,5,0,0,1,0,0
kawauc000kaz,71,89,79,10,12,10,0,0,2,4,0,1,6,18,0.1518987341772152,0.24719101123595505,0.22784810126582278,0.4750391125017778,18,2,4,0,0,0
kawauc000yas,150,69,61,7,10,7,3,0,0,1,0,0,5,15,0.16393442622950818,0.21739130434782608,0.21311475409836064,0.4305060584461867,13,0,0,3,0,0
kawauc001tak,80,96,76,6,11,11,0,0,0,4,0,0,5,37,0.14473684210526316,0.16666666666666666,0.14473684210526316,0.3114035087719298,11,2,0,15,0,0
kayaha000min,133,244,225,26,45,33,4,3,5,25,2,4,15,43,0.2,0.25311203319502074,0.3111111111111111,0.5642231443061319,70,4,1,0,3,NA
kayama000shi,90,2,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
kayano000ken,11,15,14,1,1,1,0,0,0,0,0,0,0,3,0.07142857142857142,0.06666666666666667,0.07142857142857142,0.1380952380952381,1,0,0,1,NA,NA
kazaha000ren,86,6,5,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0
kazaok000nao,244,182,156,22,22,18,3,1,0,7,7,3,7,37,0.14102564102564102,0.18232044198895028,0.17307692307692307,0.3553973650658734,27,4,4,14,1,0
keimot000hid,486,611,540,67,133,108,16,3,6,53,8,11,40,67,0.2462962962962963,0.30082644628099175,0.32037037037037036,0.6211968166513622,173,14,9,16,6,0
kekich001mic,24,56,54,1,19,13,5,0,1,8,0,0,0,12,0.35185185185185186,0.3392857142857143,0.5,0.8392857142857143,27,2,0,2,0,0
kemna-000mak,41,3,2,0,0,0,0,0,0,0,0,0,1,2,0,0.3333333333333333,0,0.3333333333333333,0,0,0,0,0,0
kenich000abe,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
kenmot000tak,462,829,709,123,173,138,25,4,6,44,37,12,75,131,0.24400564174894218,0.3026634382566586,0.3159379407616361,0.6186013790182947,224,10,2,40,3,0
keough001mat,110,245,215,12,36,22,9,3,2,23,0,0,9,88,0.16744186046511628,0.18518518518518517,0.2651162790697674,0.4503014642549526,57,1,0,19,2,0
keough001ric,134,496,450,42,104,64,21,2,17,46,9,4,33,83,0.2311111111111111,0.28716904276985744,0.4,0.6871690427698575,180,9,4,4,5,7
keppel001rob,51,15,14,1,2,2,0,0,0,1,0,0,0,5,0.14285714285714285,0.13333333333333333,0.14285714285714285,0.2761904761904762,2,0,0,1,0,0
kida--000isa,90,86,83,2,10,9,0,1,0,3,0,0,1,27,0.12048192771084337,0.12941176470588237,0.14457831325301204,0.2739900779588944,12,0,0,1,1,0
kida--000sho,6,11,10,0,1,0,1,0,0,0,0,0,1,4,0.1,0.18181818181818182,0.2,0.38181818181818183,2,0,0,0,0,0
kida--001go-,239,444,409,35,102,63,29,1,9,46,1,2,29,100,0.24938875305623473,0.3063063063063063,0.39119804400978,0.6975043503160863,160,6,5,1,0,0
kida--001mas,434,272,245,13,42,31,8,0,3,12,0,0,6,98,0.17142857142857143,0.17647058823529413,0.24081632653061225,0.4172869147659064,59,4,0,21,0,0
kido--000kat,965,2538,2192,199,505,360,89,5,51,226,8,7,228,393,0.2303832116788321,0.29453681710213775,0.34534671532846717,0.6398835324306049,757,72,11,95,12,34
kido--000nor,1766,4878,4482,381,1065,811,144,44,66,393,65,44,284,856,0.23761713520749667,0.2787966206470225,0.33355644801427936,0.6123530686613019,1495,90,4,83,25,28
kido--000yos,131,137,127,8,32,26,4,1,1,5,0,0,2,29,0.25196850393700787,0.24817518248175183,0.3228346456692913,0.5710098281510432,41,1,0,8,0,0
kidoko001ryu,715,511,465,123,91,57,19,7,8,42,65,18,28,160,0.1956989247311828,0.23772102161100198,0.31827956989247314,0.5560005915034751,148,2,2,14,2,0
kiduka000tad,1013,3944,3619,530,938,762,108,37,31,252,386,89,167,301,0.25918762088974856,0.28767471410419315,0.3351754628350373,0.6228501769392305,1213,51,27,122,NA,NA
kiely-001leo,7,20,19,4,10,8,2,0,0,3,0,0,1,3,0.5263157894736842,0.55,0.631578947368421,1.181578947368421,12,0,0,0,NA,NA
kigoro000hir,250,359,330,42,81,64,12,4,1,23,13,9,19,63,0.24545454545454545,0.2841225626740947,0.3151515151515151,0.5992740778256098,104,6,2,8,0,0
kihara000yos,206,165,151,4,13,13,0,0,0,4,0,1,3,48,0.08609271523178808,0.0975609756097561,0.08609271523178808,0.18365369084154418,13,3,0,10,1,0
kikuch000aki,36,33,30,2,3,3,0,0,0,1,0,0,0,3,0.1,0.12121212121212122,0.1,0.22121212121212122,3,0,1,2,0,0
kikuch000hid,5,8,7,0,0,0,0,0,0,0,0,0,1,1,0,0.125,0,0.125,0,0,0,0,0,0
kikuch000kyo,42,45,45,3,7,4,3,0,0,0,0,0,0,13,0.15555555555555556,0.15555555555555556,0.2222222222222222,0.37777777777777777,10,0,0,0,0,0
kikuch000ryo,1528,6673,5897,790,1591,1155,288,26,122,552,120,62,394,1052,0.2697982024758352,0.30153475774902194,0.3895200949635408,0.6910548527125627,2297,77,19,336,27,9
kikuch000yus,134,20,20,1,3,2,1,0,0,0,0,0,0,8,0.15,0.15,0.2,0.35,4,0,0,0,0,0
kikuch001kaz,58,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
kikuch001tsu,117,18,14,1,3,3,0,0,0,0,0,0,0,3,0.21428571428571427,0.16666666666666666,0.21428571428571427,0.38095238095238093,3,0,0,4,0,0
kikuch001yas,18,5,4,0,1,1,0,0,0,0,0,0,0,1,0.25,0.2,0.25,0.45,1,1,0,1,0,0
kikuka000sho,878,2477,2210,193,522,432,64,5,21,159,56,34,155,241,0.23619909502262443,0.2846715328467153,0.2981900452488688,0.5828615780955841,659,38,25,76,11,2
kikuta000hir,6,6,5,1,0,0,0,0,0,0,0,0,1,0,0,0.16666666666666666,0,0.16666666666666666,0,0,0,0,0,0
kim---001tae,172,733,631,75,167,118,27,0,22,106,0,0,86,163,0.26465927099841524,0.3582295988934993,0.4120443740095087,0.770273972903008,260,28,6,0,10,1
kimata000tat,2142,7442,6762,704,1876,1307,277,7,285,872,20,34,547,915,0.2774327122153209,0.33409827213822896,0.4469091984619935,0.7810074706002225,3022,214,52,47,34,73
kimina000tak,230,287,276,19,51,38,9,0,4,23,1,2,9,57,0.18478260869565216,0.2097902097902098,0.2608695652173913,0.4706597750076011,72,8,0,1,1,1
kimino000ken,222,482,443,34,92,81,5,4,2,29,6,14,31,80,0.2076749435665914,0.2588726513569937,0.2505643340857788,0.5094369854427725,111,5,1,4,NA,NA
